"","Term","P.value","Z.score","Genes"
"1600","transcription from RNA polymerase III promoter (GO:0006383)",0.444303448622012,3.17525793259978,"IVNS1ABP"
"1601","response to amine (GO:0014075)",0.413784002937575,2.92061094298668,"SOD1"
"1602","regulation of ATPase activity (GO:0043462)",0.429246912875223,3.05609021953879,"UHRF1"
"1603","cell-substrate junction assembly (GO:0007044)",0.42156693073453,3.00392089221249,"TNS1"
"1604","protein autoubiquitination (GO:0051865)",0.42156693073453,3.01025925144236,"UHRF1"
"1605","regulation of ATP catabolic process (GO:1903289)",0.429246912875223,3.07681796748542,"UHRF1"
"1606","negative regulation of fat cell differentiation (GO:0045599)",0.405896754818594,2.88717428706199,"TRIB3"
"1607","spindle checkpoint (GO:0031577)",0.42156693073453,3.02634301700765,"MTBP"
"1608","water transport (GO:0006833)",0.42156693073453,3.0299310893938,"ADCY5"
"1609","T cell proliferation (GO:0042098)",0.42156693073453,3.04704977537657,"SLC11A1"
"1610","telencephalon cell migration (GO:0022029)",0.413784002937575,3.00602746836595,"MDGA1"
"1611","platelet aggregation (GO:0070527)",0.413784002937575,3.00899898310735,"CSRP1"
"1612","cardiocyte differentiation (GO:0035051)",0.413784002937575,3.01389302591922,"SMAD4"
"1613","collagen fibril organization (GO:0030199)",0.42156693073453,3.10221700873625,"COL14A1"
"1614","hindlimb morphogenesis (GO:0035137)",0.397903793425225,2.91554596478038,"PITX1"
"1615","response to exogenous dsRNA (GO:0043330)",0.42156693073453,3.1133945850359,"IFNB1"
"1616","DNA alkylation (GO:0006305)",0.429246912875223,3.18274407604717,"DNMT3B"
"1617","DNA methylation (GO:0006306)",0.429246912875223,3.19570198047323,"DNMT3B"
"1618","regulation of histone methylation (GO:0031060)",0.413784002937575,3.09351975475823,"DNMT3B"
"1619","response to axon injury (GO:0048678)",0.405896754818594,3.03223906342552,"SOD1"
"1620","genitalia development (GO:0048806)",0.397903793425225,2.96989641550507,"SOX2"
"1621","positive regulation of mitotic cell cycle phase transition (GO:1901992)",0.413784002937575,3.10527232921506,"MTBP"
"1622","negative regulation of osteoblast differentiation (GO:0045668)",0.397903793425225,2.9817554091194,"SOX2"
"1623","sterol biosynthetic process (GO:0016126)",0.405896754818594,3.06484676174723,"CYB5R3"
"1624","regulation of oxidative stress-induced cell death (GO:1903201)",0.405896754818594,3.07666997492402,"SOD1"
"1625","blood circulation (GO:0008015)",0.413784002937575,3.15264529831655,"CYB5R3"
"1626","microtubule bundle formation (GO:0001578)",0.413784002937575,3.15327918466565,"C11ORF63"
"1627","axon cargo transport (GO:0008088)",0.413784002937575,3.15530898937883,"SOD1"
"1628","detection of mechanical stimulus (GO:0050982)",0.405896754818594,3.10704376844779,"SOX2"
"1629","positive regulation of dephosphorylation (GO:0035306)",0.389803707398234,2.97529847418748,"ANKLE2"
"1630","adult walking behavior (GO:0007628)",0.397903793425225,3.04267404226369,"ATG7"
"1631","positive regulation of stress fiber assembly (GO:0051496)",0.405896754818594,3.11061065437199,"LRRC16A"
"1632","negative regulation of endocytosis (GO:0045806)",0.381595066460971,2.91983511705244,"NR1H2"
"1633","regulation of lipid storage (GO:0010883)",0.397903793425225,3.07604064424335,"NR1H2"
"1634","regulation of phosphatidylinositol 3-kinase activity (GO:0043551)",0.381595066460971,2.94889338335676,"VAV2"
"1635","ATP biosynthetic process (GO:0006754)",0.405896754818594,3.15136369391776,"ATP5J2"
"1636","B cell proliferation (GO:0042100)",0.381595066460971,2.95598694150382,"IFNB1"
"1637","lipid phosphorylation (GO:0046834)",0.405896754818594,3.15861539534995,"CERK"
"1638","cellular response to glucagon stimulus (GO:0071377)",0.397903793425225,3.09337562103646,"ADCY5"
"1639","neuron apoptotic process (GO:0051402)",0.397903793425225,3.1022852733423,"GAPDH"
"1640","positive regulation of B cell proliferation (GO:0030890)",0.381595066460971,2.98169713616164,"IL21"
"1641","negative regulation of type I interferon production (GO:0032480)",0.405896754818594,3.18656698328651,"ITCH"
"1642","intermediate filament-based process (GO:0045103)",0.397903793425225,3.13068944801772,"SOD1"
"1643","positive regulation of leukocyte mediated cytotoxicity (GO:0001912)",0.389803707398234,3.06444739122799,"IL21"
"1644","hair follicle development (GO:0001942)",0.397903793425225,3.13795194919867,"WNT10A"
"1645","cell differentiation in spinal cord (GO:0021515)",0.397903793425225,3.14167049481715,"MDGA1"
"1646","phagosome maturation (GO:0090382)",0.405896754818594,3.21601910187178,"SLC11A1"
"1647","pyrimidine ribonucleoside metabolic process (GO:0046131)",0.389803707398234,3.0813095409706,"APOBEC3F"
"1648","regulation of epidermal cell differentiation (GO:0045604)",0.389803707398234,3.08291181496735,"REG3G"
"1649","positive regulation of alpha-beta T cell differentiation (GO:0046638)",0.3732764214266,2.94981826549797,"TGFBR2"
"1650","intermediate filament cytoskeleton organization (GO:0045104)",0.389803707398234,3.09554863031587,"SOD1"
"1651","cellular metabolic compound salvage (GO:0043094)",0.389803707398234,3.10325471530488,"MTAP"
"1652","regulation of type I interferon-mediated signaling pathway (GO:0060338)",0.397903793425225,3.173490768394,"IFNB1"
"1653","regulation of nitric-oxide synthase activity (GO:0050999)",0.389803707398234,3.1109411366939,"ACVR2A"
"1654","regulation of erythrocyte differentiation (GO:0045646)",0.381595066460971,3.05394447096635,"ACVR2A"
"1655","pigmentation (GO:0043473)",0.389803707398234,3.12522120994105,"SHROOM2"
"1656","regulation of interleukin-10 production (GO:0032653)",0.3732764214266,2.98832773643205,"IL21"
"1657","negative regulation of cellular carbohydrate metabolic process (GO:0010677)",0.381595066460971,3.05982629147369,"GCKR"
"1658","cAMP metabolic process (GO:0046058)",0.3732764214266,2.99984354128347,"ADCY5"
"1659","patterning of blood vessels (GO:0001569)",0.3732764214266,3.00492591784536,"TGFBR2"
"1660","mitotic spindle checkpoint (GO:0071174)",0.381595066460971,3.07911507485856,"MTBP"
"1661","regulation of muscle adaptation (GO:0043502)",0.381595066460971,3.08986231674082,"COL14A1"
"1662","negative regulation of stress-activated MAPK cascade (GO:0032873)",0.381595066460971,3.10529113561576,"ITCH"
"1663","mesoderm formation (GO:0001707)",0.3732764214266,3.05860228142956,"WLS"
"1664","negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)",0.381595066460971,3.1329514011342,"ITCH"
"1665","regulation of cell cycle G2/M phase transition (GO:1902749)",0.381595066460971,3.13653315529432,"CDKN2A"
"1666","response to progesterone (GO:0032570)",0.356303225408318,2.92909840597204,"TGFB3"
"1667","positive regulation of neural precursor cell proliferation (GO:2000179)",0.3732764214266,3.06978622233286,"SOX2"
"1668","chemokine-mediated signaling pathway (GO:0070098)",0.381595066460971,3.15215919968889,"CCR6"
"1669","protein trimerization (GO:0070206)",0.3732764214266,3.09824350185167,"C1QTNF6"
"1670","cellular respiration (GO:0045333)",0.397903793425225,3.31584145390252,"FASTKD2"
"1671","neuron projection extension (GO:1990138)",0.3732764214266,3.1052166929052,"SEMA7A"
"1672","face morphogenesis (GO:0060325)",0.364846303738433,3.03623605283241,"TGFB3"
"1673","telomere maintenance via telomere lengthening (GO:0010833)",0.381595066460971,3.19648179254867,"RFC5"
"1674","DNA packaging (GO:0006323)",0.381595066460971,3.19654536044009,"NAA10"
"1675","placenta development (GO:0001890)",0.381595066460971,3.20561610722378,"SOD1"
"1676","embryonic skeletal system development (GO:0048706)",0.3732764214266,3.13417449871007,"ACVR2A"
"1677","negative regulation of muscle organ development (GO:0048635)",0.364846303738433,3.06322125219897,"TGFBR2"
"1678","skin development (GO:0043588)",0.3732764214266,3.14554495309632,"WNT10A"
"1679","glycoprotein biosynthetic process (GO:0009101)",0.3732764214266,3.16338067612611,"EXTL3"
"1680","negative regulation of epithelial cell differentiation (GO:0030857)",0.364846303738433,3.09363022192461,"REG3G"
"1681","regulation of sterol transport (GO:0032371)",0.364846303738433,3.09638617102685,"NR1H2"
"1682","negative regulation of muscle tissue development (GO:1901862)",0.356303225408318,3.0255752595658,"TGFBR2"
"1683","embryonic axis specification (GO:0000578)",0.364846303738433,3.10518111141202,"SMAD4"
"1684","regulation of cholesterol transport (GO:0032374)",0.364846303738433,3.1064749186648,"NR1H2"
"1685","DNA strand elongation (GO:0022616)",0.3732764214266,3.20922434117318,"RFC5"
"1686","cardiac cell development (GO:0055006)",0.356303225408318,3.06947377372025,"ATG7"
"1687","pyrimidine-containing compound catabolic process (GO:0072529)",0.3732764214266,3.21617913604913,"APOBEC3F"
"1688","negative regulation of leukocyte mediated immunity (GO:0002704)",0.364846303738433,3.14357105817804,"IFNB1"
"1689","regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)",0.356303225408318,3.08544587537428,"TMEM27"
"1690","regulation of filopodium assembly (GO:0051489)",0.3732764214266,3.25487462471501,"TGFB3"
"1691","regulation of calcium ion-dependent exocytosis (GO:0017158)",0.364846303738433,3.18438396735029,"TMEM27"
"1692","negative regulation of chromatin modification (GO:1903309)",0.364846303738433,3.18451869018249,"DNMT3B"
"1693","positive regulation of autophagy (GO:0010508)",0.356303225408318,3.11412969111473,"ATG7"
"1694","neuroepithelial cell differentiation (GO:0060563)",0.347645678567824,3.05355267154749,"MITF"
"1695","cholesterol biosynthetic process (GO:0006695)",0.364846303738433,3.21248821695771,"CYB5R3"
"1696","photoreceptor cell development (GO:0042461)",0.364846303738433,3.24075906486532,"TULP1"
"1697","regulation of activated T cell proliferation (GO:0046006)",0.347645678567824,3.10677096782701,"IL18"
"1698","regulation of G2/M transition of mitotic cell cycle (GO:0010389)",0.364846303738433,3.26549636139388,"CDKN2A"
"1699","hydrogen peroxide metabolic process (GO:0042743)",0.356303225408318,3.19740827439875,"SOD1"
"1700","negative regulation of striated muscle tissue development (GO:0045843)",0.347645678567824,3.12890762416353,"TGFBR2"
"1701","negative regulation of gliogenesis (GO:0014014)",0.347645678567824,3.14089637991311,"MYCN"
"1702","regulation of phosphoprotein phosphatase activity (GO:0043666)",0.347645678567824,3.14159330072906,"TIPRL"
"1703","cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)",0.364846303738433,3.294908939346,"ITCH"
"1704","regulation of T cell apoptotic process (GO:0070232)",0.347645678567824,3.15354449645863,"CD27"
"1705","embryonic hindlimb morphogenesis (GO:0035116)",0.329981047625436,3.0089841530899,"PITX1"
"1706","superoxide metabolic process (GO:0006801)",0.347645678567824,3.16991229834678,"SOD1"
"1707","DNA strand elongation involved in DNA replication (GO:0006271)",0.356303225408318,3.26326995724384,"RFC5"
"1708","adherens junction assembly (GO:0034333)",0.338872135367115,3.12371167983367,"ZNF703"
"1709","hair follicle morphogenesis (GO:0031069)",0.329981047625436,3.05893408728047,"WNT10A"
"1710","negative regulation of JNK cascade (GO:0046329)",0.347645678567824,3.23425376559668,"ITCH"
"1711","regulation of mitochondrial membrane potential (GO:0051881)",0.338872135367115,3.15952342498874,"SOD1"
"1712","rhodopsin mediated signaling pathway (GO:0016056)",0.356303225408318,3.3292023195061,"GUCY2D"
"1713","cardiac muscle cell development (GO:0055013)",0.338872135367115,3.17527264158842,"ATG7"
"1714","dendritic cell differentiation (GO:0097028)",0.329981047625436,3.11946681241975,"TGFBR2"
"1715","one-carbon metabolic process (GO:0006730)",0.347645678567824,3.27723140450959,"FTCD"
"1716","positive regulation of multicellular organismal metabolic process (GO:0044253)",0.329981047625436,3.15176156112039,"TGFB3"
"1717","peptide hormone processing (GO:0016486)",0.356303225408318,3.3869319845977,"REN"
"1718","histone ubiquitination (GO:0016574)",0.347645678567824,3.31289983833948,"UHRF1"
"1719","C-terminal protein amino acid modification (GO:0018410)",0.347645678567824,3.33456541666882,"ATG7"
"1720","pteridine-containing compound metabolic process (GO:0042558)",0.347645678567824,3.33493775986339,"FTCD"
"1721","negative regulation of adaptive immune response (GO:0002820)",0.329981047625436,3.18062146180732,"IFNB1"
"1722","eye photoreceptor cell development (GO:0042462)",0.347645678567824,3.33823143866195,"TULP1"
"1723","mitotic recombination (GO:0006312)",0.338872135367115,3.27254282178212,"RFC5"
"1724","histone exchange (GO:0043486)",0.338872135367115,3.28837912480542,"PSME4"
"1725","regulation of neuroblast proliferation (GO:1902692)",0.311839942524921,3.06310700731631,"SOX2"
"1726","intracellular protein transmembrane transport (GO:0065002)",0.347645678567824,3.37922216645797,"PEX1"
"1727","ceramide biosynthetic process (GO:0046513)",0.347645678567824,3.38057698076317,"SMPD4"
"1728","central nervous system neuron development (GO:0021954)",0.329981047625436,3.22770777365819,"ATG7"
"1729","negative regulation of histone modification (GO:0031057)",0.338872135367115,3.30863468083895,"DNMT3B"
"1730","positive regulation of ATPase activity (GO:0032781)",0.329981047625436,3.25022047430801,"UHRF1"
"1731","membrane protein proteolysis (GO:0033619)",0.338872135367115,3.35191457404455,"APH1B"
"1732","cellular response to estrogen stimulus (GO:0071391)",0.329981047625436,3.27470259769102,"ZNF703"
"1733","response to amphetamine (GO:0001975)",0.320970846555357,3.20334227810726,"SOD1"
"1734","mitotic spindle organization (GO:0007052)",0.338872135367115,3.37327576893129,"KIF2A"
"1735","axon extension (GO:0048675)",0.329981047625436,3.29701798671035,"SEMA7A"
"1736","regulation of cardiac muscle cell proliferation (GO:0060043)",0.320970846555357,3.21987165514526,"TGFBR2"
"1737","response to fluid shear stress (GO:0034405)",0.311839942524921,3.14819155817443,"TGFB3"
"1738","lipopolysaccharide-mediated signaling pathway (GO:0031663)",0.320970846555357,3.24618654735321,"IL18"
"1739","positive regulation of ATP catabolic process (GO:1903291)",0.329981047625436,3.33040982926383,"UHRF1"
"1740","muscle adaptation (GO:0043500)",0.311839942524921,3.17315859552946,"INPP5F"
"1741","photoreceptor cell maintenance (GO:0045494)",0.329981047625436,3.33717893998724,"TULP1"
"1742","cell-cell signaling involved in cell fate commitment (GO:0045168)",0.311839942524921,3.22029950967722,"SOX2"
"1743","regulation of lamellipodium organization (GO:1902743)",0.311839942524921,3.22356572970829,"LRRC16A"
"1744","negative regulation of B cell activation (GO:0050869)",0.320970846555357,3.30551429301174,"CDKN2A"
"1745","lens development in camera-type eye (GO:0002088)",0.329981047625436,3.40817049176646,"TGFBR2"
"1746","B cell activation involved in immune response (GO:0002312)",0.329981047625436,3.4122505945143,"IFNB1"
"1747","embryonic cranial skeleton morphogenesis (GO:0048701)",0.320970846555357,3.33575633271699,"TGFBR2"
"1748","RNA stabilization (GO:0043489)",0.329981047625436,3.42042826156623,"SLC11A1"
"1749","defense response to Gram-negative bacterium (GO:0050829)",0.320970846555357,3.33772201723779,"SLC11A1"
"1750","regulation of substrate adhesion-dependent cell spreading (GO:1900024)",0.329981047625436,3.42404697519344,"LRRC16A"
"1751","mRNA stabilization (GO:0048255)",0.329981047625436,3.44123359126471,"SLC11A1"
"1752","regulation of macroautophagy (GO:0016241)",0.329981047625436,3.444634484285,"ATG7"
"1753","cerebral cortex cell migration (GO:0021795)",0.320970846555357,3.37466402883832,"MDGA1"
"1754","cellular senescence (GO:0090398)",0.311839942524921,3.29414792853748,"CDKN2A"
"1755","central nervous system neuron axonogenesis (GO:0021955)",0.320970846555357,3.3899626418208,"ATG7"
"1756","endochondral ossification (GO:0001958)",0.329981047625436,3.47956685845397,"PHOSPHO1"
"1757","positive regulation of lipid kinase activity (GO:0090218)",0.293209561163688,3.14662484226305,"VAV2"
"1758","cardiac muscle tissue development (GO:0048738)",0.311839942524921,3.32074136564118,"COL14A1"
